ID,Cycle,OpSet1,OpSet2,OpSet3,SensorMeasure1,SensorMeasure2,SensorMeasure3,SensorMeasure4,SensorMeasure5,SensorMeasure6,SensorMeasure7,SensorMeasure8,SensorMeasure9,SensorMeasure10,SensorMeasure11,SensorMeasure12,SensorMeasure13,SensorMeasure14,SensorMeasure15,SensorMeasure16,SensorMeasure17,SensorMeasure18,SensorMeasure19,SensorMeasure20,SensorMeasure21,labels
26,73,-0.0037,0.0003,100.0,518.67,641.97,1586.98,1402.71,14.62,21.61,555.02,2388.05,9053.39,1.3,47.05,521.81,2388.02,8133.93,8.3619,0.03,392,2388,100.0,38.98,23.3999,1
26,74,0.0015,-0.0002,100.0,518.67,642.51,1586.28,1397.33,14.62,21.61,553.99,2388.04,9053.58,1.3,47.33,522.11,2388.04,8139.31,8.4074,0.03,393,2388,100.0,39.04,23.4081,1
26,75,-0.0006,-0.0003,100.0,518.67,642.25,1586.99,1401.63,14.62,21.61,554.91,2388.05,9057.53,1.3,47.42,522.23,2388.05,8136.22,8.4346,0.03,392,2388,100.0,38.99,23.3987,1
26,76,0.0025,0.0002,100.0,518.67,641.76,1583.26,1405.9,14.62,21.61,554.53,2388.03,9056.99,1.3,47.43,522.17,2388.04,8133.47,8.4077,0.03,391,2388,100.0,38.9,23.3647,1
26,77,-0.0004,0.0003,100.0,518.67,642.17,1581.66,1403.9,14.62,21.61,554.65,2387.99,9057.89,1.3,47.21,521.8,2388.03,8135.09,8.3759,0.03,392,2388,100.0,39.05,23.4293,1
26,78,-0.0019,0.0004,100.0,518.67,641.9,1588.07,1401.16,14.62,21.61,553.93,2388.04,9052.04,1.3,47.29,522.49,2388.04,8141.01,8.4193,0.03,392,2388,100.0,38.98,23.3609,1
26,79,0.0028,-0.0,100.0,518.67,642.07,1584.67,1406.04,14.62,21.61,554.44,2388.07,9058.46,1.3,47.41,522.34,2388.04,8144.08,8.4223,0.03,391,2388,100.0,38.95,23.3826,1
26,80,-0.0007,0.0004,100.0,518.67,642.1,1590.62,1397.94,14.62,21.61,554.18,2388.0,9049.79,1.3,47.33,522.43,2388.01,8130.1,8.3778,0.03,392,2388,100.0,38.9,23.432,1
26,81,0.0007,-0.0,100.0,518.67,641.93,1583.03,1398.43,14.62,21.61,554.36,2388.02,9057.6,1.3,47.48,521.54,2388.04,8139.54,8.3991,0.03,392,2388,100.0,38.92,23.4411,1
26,82,0.0006,-0.0004,100.0,518.67,642.38,1582.91,1403.33,14.62,21.61,553.55,2388.08,9050.42,1.3,47.31,521.69,2388.02,8136.4,8.3764,0.03,390,2388,100.0,39.15,23.3445,1
26,83,-0.001,0.0001,100.0,518.67,642.26,1586.68,1401.77,14.62,21.61,554.17,2388.04,9057.01,1.3,47.2,522.03,2388.06,8133.89,8.3863,0.03,393,2388,100.0,38.82,23.2838,1
26,84,-0.0017,-0.0002,100.0,518.67,641.98,1587.52,1407.74,14.62,21.61,554.31,2388.01,9055.79,1.3,47.21,522.06,2388.04,8138.37,8.4543,0.03,393,2388,100.0,39.13,23.3037,1
26,85,0.0011,0.0003,100.0,518.67,642.66,1591.05,1400.76,14.62,21.61,554.32,2388.04,9057.14,1.3,47.2,522.71,2388.07,8135.15,8.3842,0.03,391,2388,100.0,38.84,23.4073,1
26,86,0.0014,0.0002,100.0,518.67,642.22,1587.21,1394.63,14.62,21.61,553.65,2388.08,9051.28,1.3,47.35,522.59,2388.03,8136.84,8.3984,0.03,392,2388,100.0,38.9,23.3901,1
26,87,-0.0006,0.0001,100.0,518.67,642.52,1586.38,1401.69,14.62,21.61,554.37,2388.01,9053.41,1.3,47.2,521.88,2388.03,8140.73,8.3887,0.03,392,2388,100.0,38.91,23.5295,1
26,88,0.0001,0.0005,100.0,518.67,642.39,1586.89,1397.32,14.62,21.61,553.92,2387.99,9052.51,1.3,47.34,521.94,2388.02,8141.18,8.3985,0.03,391,2388,100.0,38.96,23.3385,1
26,89,-0.0027,0.0003,100.0,518.67,642.24,1586.88,1394.71,14.62,21.61,553.84,2388.05,9049.62,1.3,47.09,522.81,2388.07,8143.11,8.408,0.03,392,2388,100.0,38.92,23.4819,1
26,90,-0.0007,-0.0003,100.0,518.67,641.64,1588.62,1395.67,14.62,21.61,553.85,2388.11,9052.0,1.3,47.53,522.38,2388.04,8130.2,8.4053,0.03,392,2388,100.0,39.14,23.3913,1
26,91,0.0006,-0.0001,100.0,518.67,642.82,1576.65,1402.3,14.62,21.61,554.11,2388.02,9056.83,1.3,47.39,522.19,2388.01,8135.55,8.4133,0.03,391,2388,100.0,39.12,23.3982,1
26,92,-0.001,0.0005,100.0,518.67,642.4,1590.97,1399.72,14.62,21.61,554.65,2388.05,9052.83,1.3,47.45,522.53,2388.07,8135.33,8.4223,0.03,392,2388,100.0,39.12,23.3567,1
26,93,0.0002,-0.0,100.0,518.67,641.88,1588.14,1397.33,14.62,21.6,554.4,2388.05,9060.46,1.3,47.43,522.45,2388.0,8136.2,8.3688,0.03,392,2388,100.0,39.07,23.356,1
26,94,0.0006,0.0001,100.0,518.67,642.43,1584.64,1400.09,14.62,21.61,554.4,2388.08,9049.81,1.3,47.32,521.99,2388.08,8135.94,8.4046,0.03,394,2388,100.0,38.96,23.4134,1
26,95,0.0015,0.0001,100.0,518.67,642.37,1588.2,1409.78,14.62,21.6,553.62,2388.05,9056.41,1.3,47.16,521.84,2388.09,8136.16,8.364,0.03,393,2388,100.0,39.13,23.43,1
26,96,-0.0002,-0.0001,100.0,518.67,642.43,1590.54,1402.74,14.62,21.61,554.26,2388.04,9048.0,1.3,47.3,522.31,2388.08,8132.79,8.4291,0.03,393,2388,100.0,38.77,23.2672,1
26,97,0.0014,-0.0004,100.0,518.67,641.72,1587.77,1401.05,14.62,21.6,553.97,2388.05,9056.52,1.3,47.27,522.45,2388.07,8129.89,8.4177,0.03,391,2388,100.0,38.91,23.3834,1
26,98,-0.0032,0.0002,100.0,518.67,643.05,1592.95,1404.59,14.62,21.61,554.19,2388.02,9056.86,1.3,47.3,522.2,2388.06,8141.22,8.4122,0.03,392,2388,100.0,38.95,23.3682,1
26,99,-0.0002,0.0004,100.0,518.67,642.9,1584.84,1403.62,14.62,21.61,554.2,2388.06,9057.2,1.3,47.21,522.23,2388.07,8136.14,8.3982,0.03,392,2388,100.0,39.13,23.5195,1
26,100,0.0008,-0.0004,100.0,518.67,642.48,1588.72,1405.16,14.62,21.61,554.01,2388.09,9049.35,1.3,47.37,521.83,2388.05,8132.17,8.4089,0.03,391,2388,100.0,38.82,23.45,1
26,101,-0.0013,0.0,100.0,518.67,642.04,1587.49,1400.29,14.62,21.61,554.0,2388.06,9050.65,1.3,47.45,522.42,2388.04,8135.32,8.3814,0.03,392,2388,100.0,39.23,23.3152,1
26,102,0.0021,-0.0003,100.0,518.67,642.15,1587.61,1396.59,14.62,21.61,554.14,2388.04,9051.22,1.3,47.54,521.68,2388.05,8137.4,8.4054,0.03,391,2388,100.0,38.98,23.3422,1
26,103,0.0046,0.0001,100.0,518.67,642.29,1583.28,1406.62,14.62,21.61,553.79,2388.01,9058.64,1.3,47.34,522.11,2388.02,8139.29,8.3827,0.03,391,2388,100.0,38.81,23.5802,1
26,104,-0.0015,-0.0002,100.0,518.67,642.67,1587.78,1402.43,14.62,21.61,553.83,2388.06,9062.9,1.3,47.37,522.69,2388.05,8136.77,8.4024,0.03,393,2388,100.0,38.96,23.3872,1
26,105,-0.0011,-0.0,100.0,518.67,642.67,1579.95,1402.01,14.62,21.61,553.79,2388.05,9061.58,1.3,47.33,521.94,2388.03,8140.91,8.3558,0.03,392,2388,100.0,38.87,23.3032,1
26,106,0.0004,-0.0004,100.0,518.67,642.16,1589.18,1398.73,14.62,21.61,553.97,2388.07,9047.51,1.3,47.3,522.0,2388.05,8135.99,8.4282,0.03,392,2388,100.0,38.89,23.4192,1
26,107,-0.0025,0.0004,100.0,518.67,642.24,1586.96,1397.5,14.62,21.61,554.19,2388.05,9055.96,1.3,47.35,522.14,2388.05,8139.5,8.4003,0.03,392,2388,100.0,38.76,23.346,1
26,108,-0.0062,0.0,100.0,518.67,642.79,1586.97,1405.21,14.62,21.61,553.71,2388.05,9056.68,1.3,47.2,521.74,2388.1,8134.31,8.4306,0.03,391,2388,100.0,38.91,23.4184,1
26,109,-0.0021,0.0004,100.0,518.67,642.36,1583.85,1400.09,14.62,21.6,553.94,2388.07,9060.12,1.3,47.12,522.16,2388.08,8135.03,8.3884,0.03,393,2388,100.0,38.87,23.3,1
26,110,0.0032,0.0,100.0,518.67,642.33,1587.9,1402.58,14.62,21.61,553.58,2388.07,9059.9,1.3,47.34,522.29,2388.06,8144.04,8.4379,0.03,392,2388,100.0,38.93,23.3129,1
26,111,0.0018,0.0001,100.0,518.67,643.0,1591.32,1400.22,14.62,21.61,554.03,2388.09,9060.08,1.3,47.32,521.64,2388.05,8132.76,8.3979,0.03,391,2388,100.0,39.01,23.469,1
26,112,0.0056,0.0002,100.0,518.67,642.78,1587.78,1403.02,14.62,21.61,554.48,2388.02,9054.24,1.3,47.3,522.22,2388.1,8136.62,8.4195,0.03,392,2388,100.0,39.05,23.2993,1
26,113,-0.0008,0.0001,100.0,518.67,642.68,1581.6,1404.75,14.62,21.61,554.01,2388.03,9050.92,1.3,47.3,522.16,2388.03,8133.17,8.4317,0.03,392,2388,100.0,38.95,23.3722,1
26,114,-0.0013,0.0001,100.0,518.67,642.51,1586.17,1393.87,14.62,21.61,553.96,2388.06,9053.27,1.3,47.5,521.92,2388.04,8138.21,8.426,0.03,391,2388,100.0,38.97,23.2979,1
26,115,-0.0007,0.0003,100.0,518.67,642.25,1590.22,1410.37,14.62,21.61,553.84,2388.01,9059.56,1.3,47.31,522.16,2388.05,8138.57,8.4095,0.03,393,2388,100.0,38.92,23.3085,1
26,116,-0.0046,0.0004,100.0,518.67,642.89,1587.66,1408.4,14.62,21.61,554.55,2388.09,9057.92,1.3,47.37,522.27,2388.02,8133.07,8.4338,0.03,392,2388,100.0,38.91,23.4343,1
26,117,-0.0015,0.0003,100.0,518.67,642.63,1588.32,1403.43,14.62,21.61,553.94,2388.1,9048.22,1.3,47.27,522.13,2388.03,8136.97,8.4417,0.03,392,2388,100.0,39.12,23.367,1
26,118,-0.0022,0.0003,100.0,518.67,642.08,1580.91,1400.84,14.62,21.61,553.75,2388.06,9051.2,1.3,47.36,522.42,2388.1,8138.15,8.3895,0.03,394,2388,100.0,38.99,23.4081,1
26,119,-0.0002,0.0005,100.0,518.67,642.16,1585.16,1397.86,14.62,21.61,553.84,2388.06,9061.32,1.3,47.37,521.89,2388.01,8139.0,8.4176,0.03,392,2388,100.0,38.95,23.3679,1
26,120,-0.002,0.0005,100.0,518.67,642.23,1588.4,1408.52,14.62,21.61,554.26,2388.07,9059.71,1.3,46.99,522.47,2388.06,8136.36,8.4213,0.03,390,2388,100.0,38.92,23.4423,1
26,121,-0.0033,-0.0002,100.0,518.67,642.27,1587.69,1402.23,14.62,21.61,554.78,2388.05,9057.91,1.3,47.37,521.87,2388.02,8139.28,8.4102,0.03,391,2388,100.0,38.93,23.3301,1
26,122,-0.0001,-0.0002,100.0,518.67,642.67,1591.5,1403.05,14.62,21.61,553.84,2388.0,9060.64,1.3,47.33,522.04,2388.04,8137.06,8.4273,0.03,392,2388,100.0,38.73,23.4023,1
26,123,-0.004,-0.0003,100.0,518.67,642.62,1584.82,1405.34,14.62,21.61,554.19,2388.05,9058.07,1.3,47.29,522.0,2388.07,8136.95,8.3998,0.03,393,2388,100.0,39.01,23.4526,1
26,124,-0.0014,-0.0004,100.0,518.67,642.6,1583.8,1402.67,14.62,21.61,553.98,2388.04,9060.34,1.3,47.31,522.3,2388.03,8135.8,8.4125,0.03,393,2388,100.0,39.12,23.3593,1
26,125,0.0014,0.0005,100.0,518.67,642.15,1587.91,1398.39,14.62,21.61,554.1,2388.1,9050.51,1.3,47.45,521.74,2388.08,8139.43,8.3953,0.03,392,2388,100.0,38.98,23.3578,1
26,126,-0.0012,0.0005,100.0,518.67,642.45,1579.62,1401.35,14.62,21.61,554.2,2388.01,9045.86,1.3,47.32,521.47,2388.04,8136.48,8.3903,0.03,391,2388,100.0,38.98,23.3515,1
26,127,0.0021,0.0001,100.0,518.67,642.71,1583.48,1404.07,14.62,21.61,553.96,2388.07,9061.23,1.3,47.21,521.91,2388.05,8137.92,8.4109,0.03,390,2388,100.0,38.92,23.4158,1
26,128,0.0026,-0.0001,100.0,518.67,643.02,1586.51,1394.76,14.62,21.61,554.66,2388.05,9063.3,1.3,47.12,522.1,2388.04,8135.24,8.4174,0.03,392,2388,100.0,38.76,23.3494,1
26,129,-0.0003,0.0003,100.0,518.67,642.3,1591.37,1405.52,14.62,21.61,553.09,2388.13,9052.4,1.3,47.32,521.73,2388.08,8138.62,8.4249,0.03,391,2388,100.0,38.95,23.4572,1
26,130,-0.0021,-0.0002,100.0,518.67,642.59,1591.43,1404.47,14.62,21.61,554.76,2388.01,9054.56,1.3,47.24,522.36,2388.03,8140.45,8.4347,0.03,393,2388,100.0,38.93,23.3123,1
26,131,-0.0036,0.0001,100.0,518.67,642.13,1590.92,1402.72,14.62,21.61,554.5,2388.03,9057.19,1.3,47.38,521.89,2388.1,8131.29,8.4308,0.03,390,2388,100.0,38.88,23.3506,1
26,132,-0.0003,0.0001,100.0,518.67,642.43,1586.44,1402.68,14.62,21.61,553.35,2388.04,9062.76,1.3,47.12,522.12,2388.04,8141.18,8.4064,0.03,392,2388,100.0,38.85,23.3023,1
26,133,0.0022,0.0,100.0,518.67,641.84,1588.56,1403.3,14.62,21.61,554.13,2388.1,9062.56,1.3,47.4,522.16,2388.0,8142.51,8.4482,0.03,392,2388,100.0,38.81,23.3139,1
26,134,-0.0031,0.0003,100.0,518.67,642.56,1589.03,1393.74,14.62,21.61,553.81,2388.07,9057.87,1.3,47.39,522.4,2388.05,8136.43,8.3957,0.03,391,2388,100.0,38.86,23.3267,1
26,135,-0.0011,-0.0,100.0,518.67,642.29,1584.41,1404.14,14.62,21.61,554.26,2388.06,9059.75,1.3,47.35,521.34,2388.05,8140.56,8.4145,0.03,390,2388,100.0,38.84,23.3083,1
26,136,0.0023,-0.0,100.0,518.67,642.55,1598.52,1407.06,14.62,21.61,553.97,2388.09,9061.68,1.3,47.35,521.57,2388.07,8140.64,8.435,0.03,392,2388,100.0,39.07,23.4284,1
26,137,-0.0045,0.0005,100.0,518.67,642.55,1580.51,1402.44,14.62,21.61,554.26,2388.09,9054.3,1.3,47.46,522.11,2388.08,8139.47,8.4526,0.03,393,2388,100.0,38.96,23.2627,1
26,138,-0.0001,-0.0003,100.0,518.67,641.81,1586.47,1410.79,14.62,21.61,553.63,2388.11,9061.82,1.3,47.47,521.47,2388.08,8139.98,8.3972,0.03,393,2388,100.0,38.7,23.3397,1
26,139,0.0006,-0.0001,100.0,518.67,642.83,1594.61,1406.46,14.62,21.61,554.26,2388.02,9053.46,1.3,47.29,521.55,2388.08,8138.33,8.3978,0.03,392,2388,100.0,38.85,23.2672,1
26,140,0.0,0.0003,100.0,518.67,642.39,1585.71,1411.87,14.62,21.61,553.6,2388.07,9052.24,1.3,47.4,521.63,2388.1,8134.58,8.4114,0.03,393,2388,100.0,38.83,23.2281,1
26,141,0.004,0.0004,100.0,518.67,642.71,1580.88,1398.37,14.62,21.61,554.14,2388.05,9054.44,1.3,47.34,521.76,2388.09,8136.69,8.3967,0.03,393,2388,100.0,39.04,23.4579,1
26,142,0.0031,-0.0002,100.0,518.67,642.41,1588.42,1406.15,14.62,21.61,553.83,2388.04,9055.84,1.3,47.44,522.08,2388.06,8136.5,8.4192,0.03,394,2388,100.0,38.81,23.3327,1
26,143,-0.001,0.0004,100.0,518.67,642.74,1589.93,1402.11,14.62,21.61,553.62,2388.05,9052.35,1.3,47.34,521.97,2388.1,8132.74,8.4117,0.03,394,2388,100.0,38.77,23.2895,1
26,144,-0.0036,0.0004,100.0,518.67,642.54,1592.18,1408.14,14.62,21.61,553.75,2388.03,9061.85,1.3,47.42,522.01,2388.07,8136.97,8.3943,0.03,395,2388,100.0,38.99,23.2926,1
26,145,-0.0034,-0.0001,100.0,518.67,642.67,1587.64,1400.91,14.62,21.61,554.0,2388.1,9058.48,1.3,47.38,522.29,2388.02,8139.77,8.4212,0.03,393,2388,100.0,38.94,23.3936,1
26,146,0.0014,0.0002,100.0,518.67,641.79,1585.94,1406.33,14.62,21.61,554.19,2388.08,9051.69,1.3,47.35,521.54,2388.07,8142.11,8.4363,0.03,393,2388,100.0,38.96,23.3274,1
26,147,-0.0004,0.0,100.0,518.67,642.16,1589.96,1409.94,14.62,21.61,553.83,2388.06,9061.54,1.3,47.53,521.84,2388.08,8134.62,8.3819,0.03,392,2388,100.0,38.96,23.3672,1
26,148,-0.0012,-0.0003,100.0,518.67,642.24,1592.23,1401.56,14.62,21.61,553.83,2388.05,9056.99,1.3,47.38,521.66,2388.07,8137.75,8.4251,0.03,394,2388,100.0,38.92,23.4892,1
26,149,0.0045,0.0001,100.0,518.67,642.84,1585.59,1400.58,14.62,21.61,554.33,2388.04,9068.69,1.3,47.43,522.07,2388.07,8147.14,8.3871,0.03,392,2388,100.0,38.9,23.3905,1
26,150,0.0033,0.0001,100.0,518.67,642.2,1593.25,1409.3,14.62,21.61,553.48,2388.14,9050.56,1.3,47.4,521.61,2388.07,8138.81,8.4193,0.03,391,2388,100.0,38.72,23.2637,1
26,151,0.0012,0.0004,100.0,518.67,642.91,1591.91,1409.89,14.62,21.61,554.02,2388.11,9061.07,1.3,47.51,521.4,2388.11,8140.02,8.4179,0.03,392,2388,100.0,38.78,23.249,1
26,152,0.001,0.0002,100.0,518.67,642.59,1588.36,1406.89,14.62,21.61,553.78,2388.12,9051.28,1.3,47.55,521.36,2388.05,8132.39,8.466,0.03,392,2388,100.0,38.65,23.3296,1
26,153,-0.0003,0.0005,100.0,518.67,642.9,1583.63,1407.77,14.62,21.61,553.39,2388.12,9067.65,1.3,47.54,521.4,2388.07,8141.65,8.451,0.03,391,2388,100.0,38.95,23.3172,1
26,154,0.0011,0.0003,100.0,518.67,642.86,1583.8,1400.79,14.62,21.61,554.62,2388.05,9062.5,1.3,47.44,521.63,2388.08,8139.93,8.453,0.03,391,2388,100.0,38.8,23.3539,1
26,155,0.0035,-0.0004,100.0,518.67,642.89,1588.92,1406.33,14.62,21.61,553.64,2388.05,9059.38,1.3,47.39,521.37,2388.08,8145.37,8.4466,0.03,394,2388,100.0,38.94,23.371,1
26,156,-0.0018,-0.0,100.0,518.67,642.32,1591.48,1411.82,14.62,21.61,554.32,2388.04,9066.39,1.3,47.5,521.51,2388.05,8137.47,8.4007,0.03,392,2388,100.0,38.97,23.3258,1
26,157,0.0009,0.0,100.0,518.67,642.61,1590.93,1411.42,14.62,21.61,554.06,2388.04,9053.11,1.3,47.47,521.56,2388.12,8135.68,8.4337,0.03,393,2388,100.0,38.99,23.3778,1
26,158,0.0021,-0.0001,100.0,518.67,642.63,1595.61,1406.65,14.62,21.61,553.85,2388.1,9060.86,1.3,47.57,521.25,2388.1,8139.15,8.445,0.03,393,2388,100.0,38.98,23.4169,1
26,159,-0.0037,0.0002,100.0,518.67,642.24,1593.58,1400.35,14.62,21.61,553.21,2388.08,9067.43,1.3,47.65,521.65,2388.08,8138.53,8.4599,0.03,395,2388,100.0,38.95,23.3403,1
26,160,0.0037,0.0003,100.0,518.67,642.48,1585.57,1405.41,14.62,21.61,554.2,2388.09,9061.34,1.3,47.59,521.2,2388.09,8137.87,8.4217,0.03,393,2388,100.0,38.75,23.3344,1
26,161,0.0003,-0.0003,100.0,518.67,642.68,1591.92,1403.78,14.62,21.61,553.6,2388.08,9059.97,1.3,47.61,522.18,2388.13,8137.63,8.4208,0.03,393,2388,100.0,38.89,23.3383,1
26,162,0.0029,-0.0001,100.0,518.67,642.69,1587.27,1401.47,14.62,21.61,553.83,2388.07,9059.23,1.3,47.39,521.2,2388.07,8139.37,8.4196,0.03,393,2388,100.0,38.85,23.4424,1
26,163,0.0016,-0.0004,100.0,518.67,642.81,1594.13,1409.36,14.62,21.61,553.62,2388.08,9071.46,1.3,47.44,521.51,2388.08,8140.59,8.4158,0.03,392,2388,100.0,38.77,23.3771,0
26,164,0.0015,0.0002,100.0,518.67,642.54,1585.58,1402.61,14.62,21.61,553.62,2388.11,9061.63,1.3,47.57,521.23,2388.11,8134.49,8.4417,0.03,395,2388,100.0,38.92,23.3105,0
26,165,0.0022,0.0002,100.0,518.67,642.57,1589.94,1402.17,14.62,21.61,553.98,2388.08,9062.2,1.3,47.58,521.25,2388.12,8142.48,8.4698,0.03,392,2388,100.0,38.88,23.296,0
26,166,-0.0009,0.0002,100.0,518.67,643.18,1588.04,1401.11,14.62,21.61,553.58,2388.08,9055.55,1.3,47.46,520.98,2388.01,8138.79,8.4578,0.03,394,2388,100.0,38.91,23.2916,0
26,167,-0.0003,0.0003,100.0,518.67,642.67,1597.4,1414.92,14.62,21.61,553.09,2388.08,9066.23,1.3,47.63,521.1,2388.09,8140.27,8.4141,0.03,391,2388,100.0,38.93,23.2879,0
26,168,0.0027,-0.0004,100.0,518.67,643.05,1587.94,1406.87,14.62,21.61,553.05,2388.08,9057.14,1.3,47.38,521.5,2388.12,8141.07,8.4138,0.03,393,2388,100.0,38.74,23.3749,0
26,169,-0.0012,-0.0001,100.0,518.67,642.88,1588.0,1403.69,14.62,21.61,553.86,2388.05,9059.19,1.3,47.68,521.74,2388.1,8139.14,8.4426,0.03,393,2388,100.0,38.97,23.3102,0
26,170,-0.0037,0.0,100.0,518.67,642.66,1586.33,1412.31,14.62,21.61,553.23,2388.1,9061.95,1.3,47.52,521.46,2388.11,8138.83,8.4277,0.03,393,2388,100.0,38.8,23.1801,0
26,171,-0.0002,0.0003,100.0,518.67,642.42,1590.26,1404.07,14.62,21.61,553.89,2388.15,9056.55,1.3,47.45,521.39,2388.12,8136.02,8.4358,0.03,394,2388,100.0,38.64,23.23,0
26,172,-0.001,-0.0002,100.0,518.67,642.79,1593.64,1406.79,14.62,21.61,553.15,2388.12,9063.54,1.3,47.57,521.34,2388.09,8141.73,8.4336,0.03,394,2388,100.0,38.94,23.3053,0
26,173,-0.0024,-0.0001,100.0,518.67,642.09,1589.27,1413.57,14.62,21.61,554.04,2388.09,9060.97,1.3,47.54,521.12,2388.07,8141.69,8.4922,0.03,392,2388,100.0,38.83,23.2895,0
26,174,-0.0014,0.0004,100.0,518.67,642.61,1593.74,1407.54,14.62,21.61,553.31,2388.13,9063.38,1.3,47.57,521.76,2388.07,8143.21,8.4287,0.03,392,2388,100.0,38.74,23.3135,0
26,175,0.0001,0.0,100.0,518.67,642.31,1595.04,1416.74,14.62,21.61,553.23,2388.05,9061.69,1.3,47.45,521.57,2388.08,8138.34,8.4334,0.03,394,2388,100.0,38.88,23.2251,0
26,176,0.0024,-0.0004,100.0,518.67,642.27,1593.62,1413.47,14.62,21.61,554.13,2388.12,9059.13,1.3,47.61,521.77,2388.11,8135.8,8.5118,0.03,393,2388,100.0,38.97,23.3176,0
26,177,0.0007,-0.0004,100.0,518.67,642.46,1587.04,1402.97,14.62,21.61,553.6,2388.11,9055.78,1.3,47.37,521.5,2388.06,8143.22,8.4423,0.03,395,2388,100.0,38.73,23.2892,0
26,178,-0.0016,0.0005,100.0,518.67,643.09,1585.04,1406.55,14.62,21.61,553.2,2388.08,9063.44,1.3,47.53,521.4,2388.08,8140.37,8.4327,0.03,393,2388,100.0,38.88,23.3435,0
26,179,-0.0042,-0.0004,100.0,518.67,642.12,1586.19,1412.28,14.62,21.61,553.87,2388.1,9054.52,1.3,47.47,521.43,2388.06,8141.7,8.4469,0.03,393,2388,100.0,38.8,23.3872,0
26,180,-0.0017,0.0,100.0,518.67,642.61,1591.38,1408.13,14.62,21.61,553.06,2388.07,9064.73,1.3,47.45,522.02,2388.12,8139.73,8.4102,0.03,392,2388,100.0,38.79,23.2566,0
26,181,-0.0016,-0.0003,100.0,518.67,642.73,1593.81,1409.46,14.62,21.61,553.46,2388.12,9064.0,1.3,47.55,521.71,2388.09,8139.25,8.4476,0.03,392,2388,100.0,38.94,23.3568,0
26,182,0.0008,0.0003,100.0,518.67,642.92,1594.7,1410.24,14.62,21.61,553.57,2388.04,9062.83,1.3,47.54,520.93,2388.1,8139.12,8.4233,0.03,393,2388,100.0,38.71,23.2733,0
26,183,-0.0028,0.0001,100.0,518.67,642.23,1591.43,1412.62,14.62,21.61,553.32,2388.09,9060.43,1.3,47.5,521.07,2388.1,8141.84,8.4443,0.03,394,2388,100.0,38.8,23.2517,0
26,184,0.0049,0.0004,100.0,518.67,642.87,1590.13,1414.2,14.62,21.61,553.72,2388.12,9049.18,1.3,47.54,521.21,2388.12,8133.69,8.458,0.03,393,2388,100.0,38.93,23.3916,0
26,185,0.0047,0.0,100.0,518.67,642.55,1594.35,1411.37,14.62,21.61,553.29,2388.12,9061.15,1.3,47.48,521.33,2388.08,8139.92,8.4855,0.03,394,2388,100.0,38.96,23.2579,0
26,186,-0.001,-0.0001,100.0,518.67,642.51,1586.8,1406.26,14.62,21.61,553.11,2388.11,9063.49,1.3,47.69,521.39,2388.09,8150.68,8.4388,0.03,393,2388,100.0,38.73,23.3274,0
26,187,-0.004,0.0001,100.0,518.67,642.84,1591.59,1410.35,14.62,21.61,553.24,2388.13,9060.72,1.3,47.72,521.3,2388.15,8144.35,8.4438,0.03,394,2388,100.0,38.67,23.3219,0
26,188,-0.0001,0.0005,100.0,518.67,642.46,1593.33,1404.98,14.62,21.61,553.5,2388.09,9062.25,1.3,47.72,520.78,2388.2,8141.5,8.4254,0.03,395,2388,100.0,38.85,23.1781,0
26,189,0.0011,-0.0,100.0,518.67,642.63,1588.03,1412.95,14.62,21.61,553.13,2388.14,9067.59,1.3,47.59,521.36,2388.06,8144.15,8.4773,0.03,393,2388,100.0,38.92,23.1947,0
26,190,-0.0021,0.0001,100.0,518.67,643.11,1593.42,1407.64,14.62,21.61,553.33,2388.1,9065.89,1.3,47.64,521.15,2388.15,8144.39,8.4336,0.03,393,2388,100.0,38.86,23.2481,0
26,191,-0.0027,0.0,100.0,518.67,642.78,1591.5,1408.06,14.62,21.61,553.03,2388.14,9053.31,1.3,47.65,521.1,2388.16,8140.39,8.4581,0.03,393,2388,100.0,38.65,23.2166,0
26,192,-0.0028,0.0003,100.0,518.67,643.11,1586.26,1416.02,14.62,21.61,552.56,2388.14,9068.26,1.3,47.58,520.9,2388.16,8136.23,8.4683,0.03,394,2388,100.0,38.73,23.2441,0
26,193,-0.004,0.0003,100.0,518.67,642.54,1590.5,1405.34,14.62,21.61,553.11,2388.1,9062.68,1.3,47.5,520.73,2388.13,8142.62,8.437,0.03,394,2388,100.0,38.7,23.2598,0
26,194,-0.0003,0.0005,100.0,518.67,642.67,1596.9,1418.1,14.62,21.61,552.92,2388.01,9065.57,1.3,47.68,520.8,2388.18,8142.68,8.4405,0.03,392,2388,100.0,38.74,23.2703,0
26,195,0.0029,-0.0004,100.0,518.67,642.71,1587.85,1410.34,14.62,21.61,553.25,2388.12,9065.09,1.3,47.68,521.42,2388.16,8137.82,8.4672,0.03,394,2388,100.0,38.71,23.2921,0
26,196,0.0024,0.0004,100.0,518.67,642.63,1596.54,1412.73,14.62,21.61,553.12,2388.15,9066.7,1.3,47.69,520.92,2388.08,8142.83,8.4128,0.03,394,2388,100.0,38.82,23.1999,0
26,197,0.0002,-0.0003,100.0,518.67,643.16,1594.29,1419.18,14.62,21.61,552.96,2388.12,9063.56,1.3,47.59,521.16,2388.15,8145.23,8.4502,0.03,394,2388,100.0,38.73,23.1896,0
